"Key","File","Line","VisibleText"
"daemonblackfyre_crown_description","localization/russian/ntc_artifacts_l_russian.yml","31","Реплика короны, которую носил Деймон I Блэкфайр — внебрачный сын короля Эйгона IV и претендент-узурпатор. Она задумана как обратный образ великой Короны Завоевателя: красный металлический обруч, украшенный чёрными рубинами.    История — Выкованная после начала его восстания и созданная по образу короны Завоевателя, эта корона была снята Кровавым Вороном с тела Деймона после его поражения и гибели на Краснотравном поле. Позднее её переплавили в рукоять ножа, который Кровавый Ворон хранил до конца своих дней."
"daemonblackfyre_crown_name","localization/russian/ntc_artifacts_l_russian.yml","30","Корона Деймона I Блэкфайра"
"daena_crown_description","localization/russian/ntc_artifacts_l_russian.yml","70","Золотой венец с чередующимися красными и пурпурными ромбовидными камнями, окружёнными меньшими чёрными самоцветами, и тонкими шипами по краю. Эта корона принадлежала королеве Дейне Таргариен, также известной как Дейна Непокорная, жене короля Бейлора I.    История — Корону заказал и подарил ей её дядя Визерис, будущий король Визерис II, когда Дейна стала королевой. Сама Дейна носила её недолго: большую часть своего королевства она провела запертой в Девичьем склепе. Перед смертью Дейна подарила корону своей невестке Роанне Тирошийской как свадебный дар к браку Роанны с её сыном, Деймоном Блэкфайром.    После восстания Блэкфайра корона оказалась у потомков Деймона Блэкфайра. После смерти Мейлиса её нашли и вернули дому Таргариенов."
"daenerys_daughterofjaehaerys_crown_description","localization/russian/ntc_artifacts_l_russian.yml","148","Корона, сделанная для Дейнерис Таргариен, дочери короля Джейхейриса I Таргариена, если бы она стала королевой. Круглая корона из серебра с кусочками золота, окружающими крупные красные рубины и синие сапфиры меньшего размера."
"daenerys_daughterofjaehaerys_crown_name","localization/russian/ntc_artifacts_l_russian.yml","147","Корона Дейнерис Таргариен, дочери Джейхейриса I"
"duncandragonfly_crown_description","localization/russian/ntc_artifacts_l_russian.yml","166","Корона, созданная для Дункана Таргариена, Принца Стрекоз, сына короля Эйгона V Таргариена, на случай, если бы он стал королём. Деревянный обруч украшен изумрудными стрекозами и цветами."
"elaena_crown_black_description","localization/russian/ntc_artifacts_l_russian.yml","88","Выкованная из красной меди и увенчанная двумя чёрными драконами над ложем пламени, эта корона сосредоточена вокруг чёрного камня и излучает суровое величие и огненное наследие дома Таргариенов. Она принадлежала Эйгону Блэкфайру, старшему сыну мятежника Деймона I Блэкфайра и близнецу Эймона Блэкфайра."
"elaena_crown_black_name","localization/russian/ntc_artifacts_l_russian.yml","87","Корона Эйгона Блэкфайра, сына Деймона I Блэкфайра"
"elaena_crown_default_description","localization/russian/ntc_artifacts_l_russian.yml","79","Выкованная из бронзы и увенчанная двумя золотыми драконами над ложем пламени, эта корона сосредоточена вокруг молочно-белого камня и излучает суровое величие и огненное наследие дома Таргариенов. Она принадлежала Элейне Таргариен, дочери короля Эйгона III."
"elaena_crown_default_name","localization/russian/ntc_artifacts_l_russian.yml","78","Корона Элейны Таргариен, дочери Эйгона III"
"gardener_peace_crown_description","localization/russian/ntc_artifacts_l_russian.yml","55","Мирная корона, которую король Простора Мерн IX Гарденер носил в миг своей гибели на Пламенном поле. Эта корона из серебра и золота окружена зелёными шипами, золотыми, бронзовыми, серебряными и железными цветами, а также металлическими зелёными руками, символизирующими дом Гарденеров; короли Простора носили её в мирное время.    История — Хотя сегодня она известна как Мирная корона Мерна Гарденера по имени последнего короля, носившего её, на самом деле её выковали столетиями раньше, при предке Мерна, короле Мерине IV Гарденере. Именно Мерин первым надел её после утраты короны Гарта Златорукого.    Корона сопровождала Мерна в битве, где он погиб: он собирался надеть её после победы над захватчиками-Таргариенами. Однако, в отличие от военной короны, ей удалось избежать уничтожения пламенем Балериона, Мераксеса и Вхагара на Пламенном поле. После битвы король Эйгон I вернул её и добавил к своей коллекции вестеросских королевских артефактов."
"gardener_peace_crown_name","localization/russian/ntc_artifacts_l_russian.yml","54","Мирная корона Мерна IX Гарденера"
"gardener_war_crown_description","localization/russian/ntc_artifacts_l_russian.yml","52","Реплика военной короны, которую носил король Простора Мерн IX Гарденер в миг своей гибели на Пламенном поле. Эта корона из бронзы и железа окружена тёмными шипами, красно-золотыми металлическими цветами и колючими бронзовыми и железными листьями; короли Простора носили её в военное время.    История — Хотя сегодня она известна как Военная корона Мерна Гарденера по имени последнего короля, носившего её, на самом деле её выковали столетиями раньше, при предке Мерна, короле Мерине IV Гарденере. Именно Мерин первым надел её после утраты короны Гарта Златорукого.    Мерн носил её в битве, завершившейся его смертью. Как и её мирный аналог, корона была расплавлена и уничтожена на Пламенном поле пламенем драконов Балериона, Мераксеса и Вхагара."
"gardener_war_crown_name","localization/russian/ntc_artifacts_l_russian.yml","51","Боевая корона Мерна IX Гарденера"
"garlandgardener_crown_description","localization/russian/ntc_artifacts_l_russian.yml","46","Золотая корона в виде лаврового венка, первоначально принадлежавшая королеве Марис Хайтауэр, жене короля Гарланда II Гарденера, вошедшего в историю как Гарланд II Жених за то, что браком присоединил Старомест к королевству Простора. И всё же чаще всего эту корону связывают с её последней владелицей, принцессой Винафрид Гарденер.   История — Корону заказал последний король Высокой башни, Лаймонд Хайтауэр по прозвищу Морской Лев, и подарил её дочери после её брака с королём Гарландом II Гарденером. На протяжении веков её носили жёны королей Гарденеров, и со временем она стала известна как Корона королевы.   Последней известной владелицей короны стала принцесса Винафрид Гарденер, прекрасная младшая дочь короля Гарса IV Гарденера. По легенде, мать Винафрид умерла молодой, и Гарс подарил дочери корону, которую прежде носила её мать. Винафрид так полюбила её, что носила каждый день.   Позднее, как рассказывают, Винафрид влюбилась в странствующего межевого рыцаря низкого происхождения — хотя мрачные слухи до сих пор утверждают, что всё было куда менее романтично, чем любят изображать песни. Она быстро забеременела и трагически умерла при родах, оставив внебрачного сына. Скорбящий король Гарс повесил межевого рыцаря за то, что тот отнял девственность его любимой дочери, а саму корону похоронил вместе с Винафрид. По слухам, она и ныне покоится в её могиле в Хайгардене."
"garthgoldhand_crown_description","localization/russian/ntc_artifacts_l_russian.yml","49","Говорят, эта корона некогда принадлежала Гарту Златорукому, величайшему из королей Простора. Изготовленная из золота, серебра и старой зелёной бронзы, она была украшена разноцветными камнями и четырьмя золотыми руками.    История — Созданная для легендарного Гарта Зеленорукого в золотой век Простора, эта уникальная корона Гарденеров примечательна тем, что нарушала обычай парных корон и не имела военного аналога: её выковали в самый долгий и великий век мира и процветания Простора до завоевания Эйгона.    Корона трагически исчезла в море вместе со своим последним носителем, королём Джоном III Гарденером, когда королевский корабль потерпел крушение у берегов Долины во время тогдашней войны Простора с Долиной. После этого сын Джона, король Мерин IV, выковал собственную корону — ту самую, что столетия спустя будет носить Мерн IX Гарденер, последний король Простора.    Отдельно стоит отметить, что образ короны Гарта Златорукого, особенно множество украшавших её разноцветных изумрудов, как говорят, вдохновил короля Джейхейриса I Таргариена при создании его собственной короны."
"garthgoldhand_crown_name","localization/russian/ntc_artifacts_l_russian.yml","48","Корона Гарта VII Златорукого Гарденера"
"geroldlannister_crown_description","localization/russian/ntc_artifacts_l_russian.yml","184","Корона, которую исторически носил Герольд I Ланнистер по прозвищу Великий, король Западных земель. Она была изготовлена из золота и красно-золотого мрамора, украшена четырьмя золотыми львиными головами и тщательно выполненными золотыми львами в позе герба Ланнистеров. По легенде, мастер, создавая эти миниатюрные золотые фигуры, брал за образец львов, которых дом Ланнистеров держал под Утёсом Кастерли.    История — Выкованная на вершине великого золотого века Ланнистеров при короле Герольде I Ланнистере по прозвищу Великий, эта популярная корона в последующие века переходила к разным королям и даже королевам Западных земель, среди которых были король Тирион III Ланнистер и королева Ланна Ланнистер.   К несчастью, её последний владелец, король Лореон III Ланнистер по прозвищу Бессильный, умудрился потерять корону в битве с железнорождёнными: она досталась одному из представителей дома Хоаров. Ныне корона считается затерянной где-то в забытой сокровищнице железнорождённого лорда."
"geroldlannister_crown_name","localization/russian/ntc_artifacts_l_russian.yml","183","Корона Герольда I Великого Ланнистера"
"haegonblackfyre_crown_description","localization/russian/ntc_artifacts_l_russian.yml","37","Реплика короны, которую носил неудачливый узурпатор Хейгон Блэкфайр. Она задумана как обратный образ Короны Примирителя: красный металлический обруч, украшенный чёрными рубинами и металлическими овальными вставками в форме яиц чёрного дракона.    История — После провала Первого и Второго восстаний Блэкфайра Хейгон Блэкфайр выковал и носил эту корону, начав Третье восстание Блэкфайра. Образ короны Джейхейриса I должен был стать добрым знаком: Блэкфайры надеялись одолеть Таргариенов, которых считали узурпаторами, подобно тому как Джейхейрис одолел своего дядю-узурпатора Мейгора.    Но этому не суждено было случиться. Как и первые два восстания, Третье восстание Блэкфайра окончилось печальным провалом. В отличие от короны Деймона I, Блэкфайры смогли вернуть корону Хейгона, и она перешла к его сыну Деймону. В конце концов Деймон III Блэкфайр погиб в собственном неудачном восстании, а вместе с его телом Таргариены уничтожили и корону Хейгона."
"haegonblackfyre_crown_name","localization/russian/ntc_artifacts_l_russian.yml","36","Корона Хейгона I Блэкфайра"
"jaehaera_crown_description","localization/russian/ntc_artifacts_l_russian.yml","76","Эта тонкая золотая корона с полированными зелёными алмазами принадлежала королеве Хелейне, а затем её дочери Джейхейре. Она была выкована по образцу утраченной короны, которую некогда носила королева Рейнис.    История — Корону заказал Отто Хайтауэр для своей внучки Хелейны. Её создали по образу утраченной диадемы королевы Рейнис, трагически погибшей в Дорне. Она должна была напоминать о наследии Эйгона Завоевателя и укреплять притязания Хайтауэров при правлении короля Эйгона II.   После трагической смерти королевы Хелейны корону извлекли из её останков и передали её дочери, юной королеве Джейхейре. Когда и Джейхейра встретила смерть, пугающе похожую на судьбу матери, корону заперли, и с тех пор о ней шептались как о предвестнице бед и скорби."
"joffrey_show_crown_description","localization/russian/ntc_artifacts_l_russian.yml","334","Большая и массивная золотая корона с заметными оленьими рогами и соответствующими образами, увенчанная двумя янтарными камнями. Она была изготовлена для Джоффри I Баратеона вскоре после его восшествия на Железный трон и в основном использовалась до его брака с Маргери Тирелл и последующей смерти."
"lancellannister_crown_description","localization/russian/ntc_artifacts_l_russian.yml","187","Реплика короны, которую исторически носил король Западных земель Лансель I Ланнистер по прозвищу Лев. Она была изготовлена из золота и красно-золотого мрамора и украшена двадцатью восемью тщательно выполненными золотыми львами на передней стороне.    История — Эту корону, богато украшенную львиными мотивами, выковали во время правления короля Ланселя I Ланнистера по прозвищу Лев. Лорд Райвин Рейн подарил её молодому королю, поздравляя его с великими завоеваниями в Просторе.    К несчастью, столетия спустя корона была утрачена вместе с валирийским мечом Ланнистеров Светлый Рёв, когда её последний владелец, король Томмен II Ланнистер, исчез во время экспедиции в Валирию."
"lancellannister_crown_name","localization/russian/ntc_artifacts_l_russian.yml","186","Корона Ланселя I Ланнистера по прозвищу Лев"
"maelysblackfyre_crown_name","localization/russian/ntc_artifacts_l_russian.yml","42","Корона Мейлиса I Блэкфайра"
"maesteraemon_crown_description","localization/russian/ntc_artifacts_l_russian.yml","136","Корона, сделанная для Эймона Таргариена, сына короля Мейкара I Таргариена, на случай, если бы он победил на Великом совете 233 года и стал королём. Золото-чёрный обруч украшен красными мраморными вставками, инкрустированными золотым гербом дома Таргариенов."
"mariah_martell_crown_description","localization/russian/ntc_artifacts_l_russian.yml","64","Диадема королевы Мирии Мартелл, жены короля Дейрона II Таргариена, известного по прозвищу Добрый. Бронзово-золотой венец с рядом солнц, инкрустированных рубинами, подчёркивал вхождение Дорна в Семь Королевств под властью Железного трона.    История — Выкованная для королевы Мирии Мартелл во время правления её мужа, короля Дейрона II, эта корона не носилась со времён последней дорнийской королевы. Однако многие ожидают, что однажды её наденет следующая королева Семи Королевств, рождённая в Дорне."
"mors_martell_crown_description","localization/russian/ntc_artifacts_l_russian.yml","28","Корона, некогда принадлежавшая принцу Морсу II Мартеллу: золотисто-бронзовый обруч с резными солнцами и копьями, инкрустированный красными рубинами.    История — Эту корону впервые заказал и носил принц Морс II Мартелл из Дорна несколько столетий назад. Позднее король Дейрон I Таргариен забрал её как военный трофей во время Завоевания Дорна, а спустя годы король Дейрон II Таргариен вернул её обратно."
"mors_martell_crown_name","localization/russian/ntc_artifacts_l_russian.yml","27","Корона принца Морса II Мартелла"
"ntc_crown_storage_decision_desc","localization/russian/ntc_crown_commission_l_russian.yml","32","Когда Эйгон Завоеватель подчинил некогда независимые королевства Вестероса, большинство прежних королей были вынуждены сдать свои короны новому королю андалов, ройнаров и Первых людей. Некоторые венцы, вроде тех, что носили в бою Харрен Чёрный и Мерн IX Гарденер, были утрачены, расплавлены или сгорели в Харренхолле и на Пламенном поле, но уцелевшие до сих пор хранятся как трофеи.    Однако, чтобы не раздражать великие дома, с тех пор их держали в хранилище — спрятанными в недрах Красного замка, где их не мог увидеть никто, кроме доверенных людей короля.    Пришло время открыто вынести их на свет и явить всем мощь Железного трона и его завоеваний."
"PORTRAIT_MODIFIER_custom_headgear_aegonsonofjaehaerys_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","102"," Корона Эйгона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_aegonvi_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","13"," Корона Эйгона VI"
"PORTRAIT_MODIFIER_custom_headgear_aemon_blackfyre_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","228"," Корона Эймона Блэкфайра, сына Деймона I"
"PORTRAIT_MODIFIER_custom_headgear_aemonsonofjaehaerys_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","98"," Корона Эймона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_baelon_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","126"," Корона Бейлона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_crown_of_robert_baratheon","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","423"," Турнирная корона Роберта I"
"PORTRAIT_MODIFIER_custom_headgear_daemon_ii_blackfyre_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","23"," Корона Деймона II Блэкфайра"
"PORTRAIT_MODIFIER_custom_headgear_daenerys_daughterofjaehaerys_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","110"," Корона Дейнерис Таргариен, дочери Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_elaena_crown_black","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","224"," Корона Эйгона Блэкфайра, сына Деймона I"
"PORTRAIT_MODIFIER_custom_headgear_female_aegonsonofjaehaerys_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","104"," Корона Эйгона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_female_aegonvi_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","37"," Корона Эйгона VI"
"PORTRAIT_MODIFIER_custom_headgear_female_aemon_blackfyre_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","229"," Корона Эймона Блэкфайра, сына Деймона I"
"PORTRAIT_MODIFIER_custom_headgear_female_aemonsonofjaehaerys_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","100"," Корона Эймона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_female_baelon_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","143"," Корона Бейлона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_female_crown_of_robert_baratheon","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","425"," Турнирная корона Роберта I"
"PORTRAIT_MODIFIER_custom_headgear_female_daemon_ii_blackfyre_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","47"," Корона Деймона II Блэкфайра"
"PORTRAIT_MODIFIER_custom_headgear_female_daenerys_daughterofjaehaerys_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","111"," Корона Дейнерис Таргариен, дочери Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_female_elaena_crown_black","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","226"," Корона Эйгона Блэкфайра, сына Деймона I"
"PORTRAIT_MODIFIER_custom_headgear_female_gardener_peace_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","158"," Мирная корона Мерна IX Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_female_gardener_war_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","154"," Боевая корона Мерна IX Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_female_garlandgardener_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","146"," Боевая корона Гарланда II Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_female_garthgoldhand_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","150"," Корона Гарта VII Златорукого Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_female_geroldlannister_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","178"," Корона Герольда I Великого Ланнистера"
"PORTRAIT_MODIFIER_custom_headgear_female_lancellannister_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","182"," Корона Ланселя I Ланнистера по прозвищу Лев"
"PORTRAIT_MODIFIER_custom_headgear_female_mors_martell_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","248"," Корона принца Морса II Мартелла"
"PORTRAIT_MODIFIER_custom_headgear_female_seven_dragon_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","214"," Корона Рейны, дочери Эйгона III"
"PORTRAIT_MODIFIER_custom_headgear_female_showrhaenyra_crown_01","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","437"," Турнирная корона Визериса I"
"PORTRAIT_MODIFIER_custom_headgear_female_vaegon_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","114"," Корона Вейгона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_female_viserys_son_of_aenys","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","33"," Рубиновая корона Визериса, сына Эйниса I"
"PORTRAIT_MODIFIER_custom_headgear_female_viserys_son_of_aenys_02","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","35"," Корона Визериса, сына Эйниса I, с драгоценными камнями"
"PORTRAIT_MODIFIER_custom_headgear_female_viserysiii_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","39"," Корона нищего Визериса III"
"PORTRAIT_MODIFIER_custom_headgear_gardener_peace_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","156"," Мирная корона Мерна IX Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_gardener_war_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","152"," Боевая корона Мерна IX Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_garlandgardener_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","144"," Боевая корона Гарланда II Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_garthgoldhand_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","148"," Корона Гарта VII Златорукого Гарденера"
"PORTRAIT_MODIFIER_custom_headgear_geroldlannister_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","176"," Корона Герольда I Великого Ланнистера"
"PORTRAIT_MODIFIER_custom_headgear_lancellannister_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","180"," Корона Ланселя I Ланнистера по прозвищу Лев"
"PORTRAIT_MODIFIER_custom_headgear_mors_martell_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","246"," Корона принца Морса II Мартелла"
"PORTRAIT_MODIFIER_custom_headgear_seven_dragon_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","212"," Корона Рейны, дочери Эйгона III"
"PORTRAIT_MODIFIER_custom_headgear_showrhaenyra_crown_01","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","435"," Турнирная корона Визериса I"
"PORTRAIT_MODIFIER_custom_headgear_vaegon_crown","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","112"," Корона Вейгона Таргариена, сына Джейхейриса I"
"PORTRAIT_MODIFIER_custom_headgear_viserys_son_of_aenys","localization/russian/agot_westeroscrowns_portrait_modifiers_l_russian.yml","9"," Рубиновая корона Визериса, сына Эйниса I"
