"Catalog","File","Line","Key","Problem","Text"
"EN","localization/english/event_localization/rediscover_l_english.yml","17","rediscover_events_0002_desc","Inner double quote: review","""I will return soon my [main.GetTitleTierName]!""\n\nAnd with that, [antiquarian.GetFirstName] is gone, in search of artifacts long lost..."
"EN","localization/english/event_localization/rediscover_l_english.yml","22","rediscover_events_1002_desc","Inner double quote: review","[antiquarian.GetFirstName] returns atlast to my court. I immediately notice [antiquarian.GetSheHe|U] has been through the seven hells...\n\n""My [ROOT.Char.GetTitleAsName],"" [antiquarian.GetFirstName] bows deeply, ""I bring news and a gift from beyond The Wall.""\n\n[antiquarian.GetSheHe|U] presents me a blade once wielded by my ancestors. Dark Sister, one of two Vayrian Steel blades owned by House [main.GetDynasty.GetBaseName]...\n\nIt was rumoured that [brynden.GetFirstNameNicknamed] had brought the sword with him to the Nights Watch...it has remained lost beyond the Wall until now."
"EN","localization/english/event_localization/rediscover_l_english.yml","24","rediscover_events_1003_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives, and with [antiquarian.GetHerHim] is an artifact surrounded with great mystery and intrigue...\n\n""A dagger my [ROOT.Char.GetTitleAsName], made of Valyrian Steel...""\n\n[antiquarian.GetSheHe|U] presents it to me.\n\n[antiquarian.GetSheHe|U] continues, ""I've found scarce readings from old letters and books that mention a dagger that once was owned by [aenar.GetTitledFirstName], and eventually [aegonTarg.GetTitledFirstName]...It appears very few times in the writings up until its recorded ownership by [viserys.GetTitledFirstName]...it all but disappeared from the writings after The Dance.""\n\nIntriguing, a third Valyrian Steel weapon that belonged to my ancestors? Strange...\n\nI wonder what mystery lies in this dagger..."
"EN","localization/english/event_localization/rediscover_l_english.yml","26","rediscover_events_1004_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives to my courtroom and presents a mighty weapon to me.\n\n""The war hammer of [orys.GetTitledFirstName]...This hammer was wielded by [orys.GetFirstName] following the Conquest...It's rumored that [orys.GetFirstNamePossessive] half brother, [aegonTarg.GetTitledFirstName], gifted it after his conquest.""\n\nIt had been passed down through the Lords of House [orys.GetDynasty.GetBaseName], but its roots go back to House [aegonTarg.GetDynasty.GetBaseName] as [orys.GetFirstName] was originally a [aegonTarg.GetDynasty.GetBaseName] bastard!\n\nWhile the hammer now belongs to me, I have no doubt that [baratheon_head.GetTitledFirstName] yearns for this weapon...\n\nPerhaps returning it to House [orys.GetDynasty.GetBaseName] would be a gesture of good will? \n\nOr maybe it is better kept in the hands of House [main.GetDynasty.GetBaseName]..."
"EN","localization/english/event_localization/rediscover_l_english.yml","28","rediscover_events_1005_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives to my courtroom and presents a mighty gift for me.\n\n""The crown of The Conqueror...May the strength of [aegonTarg.GetTitledFirstName] be reborn in you...""\n\n[aegonTarg.GetTitledFirstName] was crowned with this circlet by his sister wife, [visenya.GetFirstName], following his arrival in Westeros.\n\nIt had been passed down from [aegonTarg.GetDynasty.GetBaseName] King to [aegonTarg.GetDynasty.GetBaseName] King until it was lost in Dorne along with [daeron.GetTitledFirstName].\n\nNow it has returned to House [main.GetDynasty.GetBaseName], albeit with the rubies plucked from their sockets...\n\nPerhaps I could pay an artisan to have the crown restored to its former glory?"
"EN","localization/english/event_localization/rediscover_l_english.yml","30","rediscover_events_1006_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives to my courtroom and presents a royal gift to me.\n\n""The crown of [aenys.GetTitledFirstName]...It was lost sometime after the death of [jaehaerys.GetTitledFirstName], but alas now it is found...""\n\nThis crown was was worn by the second [main.GetDynasty.GetBaseName] King in Westeros, [aenys.GetTitledFirstName] before his death at the hands of [maegor.GetTitledFirstName].\n\nIt has now returned to its rightful owners."
"EN","localization/english/event_localization/rediscover_l_english.yml","32","rediscover_events_1007_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives at last.\n\n""My [ROOT.Char.GetTitleAsName]! My journey took me far across the Narrow sea to Braavos where I found something that may be of interest to you...""\n\n[antiquarian.GetSheHe|U] presents to me the crown of [jaehaerys.GetTitledFirstName]. It's fate has long been unknown following the Dance of Dragons when [rhae.GetTitledFirstName] sold it to Braavosi merchants.\n\nNow it has been returned to its rightful owners."
"EN","localization/english/event_localization/rediscover_l_english.yml","34","rediscover_events_1008_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives, and with [antiquarian.GetHerHim] carries a rather small item.\n\n""My [ROOT.Char.GetTitleAsName]! I found something that will interest you greatly...The circlet of the Dowager Queen [visenya.GetFirstName] ""\n\n[antiquarian.GetSheHe|U] presents to me small Valyrian Steel band, decorated with small oval shaped rubies.\n\nThis circlet is a reminder of the origins of House [aegonTarg.GetDynasty.GetBaseName] as rulers of Westeros."
"EN","localization/english/event_localization/rediscover_l_english.yml","36","rediscover_events_1009_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives at last, and with [antiquarian.GetHerHim] carries an artifact from my ancestors...\n\n""The crown of [aegon_3.GetTitledFirstName]...A simpler artifact of your house, but one that still carries significant meaning."" [antiquarian.GetFirstName] says.\n\nThe crown of the Dragonbane marks the transition of House [aegonTarg.GetDynasty.GetBaseName] from dragonlords, to mere mortals, their once-mighty dragons reduced to mere echoes of a bygone era."
"EN","localization/english/event_localization/rediscover_l_english.yml","38","rediscover_events_1010_desc","Inner double quote: review","[antiquarian.GetFirstName] arrives to my courtroom and presents a an artifact from a bygone era. \n\n""The crown of [maekar.GetTitledFirstName], returned to your House at last...""\n\nI am presented with a harsh and pointy looking crown which reflects the martial nature of the late [maekar.GetTitledFirstName], who was renowned for both his prowess and martial ability.\n\nThe crown now has returned to its home, at last."
"EN","localization/english/event_localization/rediscover_l_english.yml","40","rediscover_events_1011_desc","Inner double quote: review","Eventually, [antiquarian.GetFirstName] arrives at my court bearing a small item.\n\n [antiquarian.GetSheHe|U] kneels an presents it to me.\n\n""The mask of the late [viserys.GetTitledFirstName]. A remnant of a time before the Dance of Dragons...""\n\n[antiquarian.GetFirstName] presents a golden mask to me that was once worn by [viserys.GetTitledFirstName] during the last years of his life.\n\n[viserys.GetTitledFirstName] wore the mask in his rare court appearences prior to his death."
"EN","localization/english/event_localization/rediscover_l_english.yml","42","rediscover_events_1012_desc","Inner double quote: review","[antiquarian.GetFirstName] returns, and with [antiquarian.GetHerHim] is a rather interesting item...\n\n[antiquarian.GetSheHe|U] presents a crown made of flowers to me.\n\n""The mask of the [baelor.GetTitledFirstName] 'the Blessed'.\n\nIt is remarkable how this artifact has survived the years..."
