"Key","MainFile","MainLine","TranslationFile","TranslationLine","English","Russian","BuiltinRussian"
"building_24castamere_03_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","89","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","89","Our wealth, prestige, fame, and power boom. As we continue to grow the halls beneath the ground and expand the opolence of our lives, we shall also gilde our towers in gold to remind the world of the magesty of Castamere.","Наши богатство, престиж, слава и могущество растут. Расширяя подземные чертоги и окружая себя всё большей роскошью, мы также позолотим башни, чтобы весь мир помнил о величии Кастамере.",
"building_agot_blackhaven_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","31","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","31","Blackhaven Castle","Замок Чёрный Приют",
"building_agot_blackhaven_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","32","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","32","After the ancient fortress was burned by the Vulture King, the dornish outlaw who rose against King Aenys I Targaryen, the castle was rebuilt using dark basalt stone.\n\nThis new fortress stands as a symbol of the strength and resilience of the Marcher Lords.","После того как древнюю крепость сжёг Король-Стервятник — дорнийский разбойник, восставший против короля Эйниса I Таргариена, — замок отстроили заново из тёмного базальта.\n\nНовая крепость стала символом силы и стойкости марочных лордов.",
"building_agot_breakwater_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","101","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","101","Breakwater Castle","Замок Волнолом",
"building_agot_breakwater_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","102","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","102","Breakwater Castle defends the town of Sisterton in the Three Sisters\n\nSisterton is a small, mean town, rank with the odors of pig waste and rotting fish. Its streets are made of mud and planks, while its are houses daub-and-wattle hovels roofed with straw. By the Gallows Gate there are always hanged men with their entrails dangling out.\n\nThe Castle, like the town, is built for smuggling and piracy, not for the pomp and pageantry of the other nobile houses.","Замок Волнолом защищает город Систертон на Трёх Сёстрах.\n\nСистертон — маленький и убогий городок, пропитанный запахами свиного навоза и гниющей рыбы. Его улицы сложены из грязи и досок, а дома представляют собой крытые соломой лачуги из плетня и глины. У Виселичных ворот всегда болтаются повешенные с вывалившимися внутренностями.\n\nКак и сам город, замок приспособлен к контрабанде и пиратству, а не к пышности и торжественным церемониям других знатных домов.",
"building_agot_castamere_02","localization/replace/english/zz_agot_unique_buildings_l_english.yml","92","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","92","Lion's Port","Львиная гавань",
"building_agot_castamere_02_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","93","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","93","The Gold and Silver flows. Trade booms. Castamere stands as one of the great cities of the western coast along Lannisport, Old Town, and The Arbor.\n\nWith the establshment of Lion's Port, we now have a port and docks that match those of the other greta powers, our culture wills spread across the globe as our wealth continues to grow.","Золото и серебро текут рекой, торговля процветает. Кастамере встаёт в один ряд с великими городами западного побережья — Ланниспортом, Староместом и Арбором.\n\nС основанием Львиной гавани у нас появились порт и причалы, способные соперничать с владениями других великих держав. Наше богатство растёт, а вместе с ним по свету распространяется и наша культура.",
"building_agot_castamere_03","localization/replace/english/zz_agot_unique_buildings_l_english.yml","95","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","95","The Shining City","Сияющий город",
"building_agot_castamere_03_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","96","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","96","Our wealth, prestige, fame, and power boom. As we continue to grow the halls beneath the ground and expand the opolence of our lives, we shall also gilde our towers in gold to remind the world of the magesty of Castamere.","Наши богатство, престиж, слава и могущество растут. Расширяя подземные чертоги и окружая себя всё большей роскошью, мы также позолотим башни, чтобы весь мир помнил о величии Кастамере.",
"building_agot_dunstonbury_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","135","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","135","Dunstonbury","Данстонбери",
"building_agot_dunstonbury_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","136","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","136","Built to be a point of retreat to the north, Dunstonbury overlooks a vital ford of the Mander River. Its stout walls safeguard both trade and travel along this strategic crossing.\n\nThough built for defense, the castle also served as a summer retreat in years past, its airy halls and riverside gardens offering welcome respite from the heat of the south.\n\nFrom here, the Lord of Dunstonbury watches over one of the most important arteries of the Reach, balancing leisure with vigilance.","Данстонбери возводился как северное убежище и господствует над важным бродом через Мандер. Его прочные стены охраняют торговлю и путешественников на этой стратегической переправе.\n\nХотя замок строили для обороны, в прежние времена он также служил летней резиденцией: просторные чертоги и сады у реки дарили желанную передышку от южного зноя.\n\nОтсюда лорд Данстонбери надзирает за одной из важнейших дорог Простора, сочетая отдых с бдительностью.",
"building_agot_duskendale_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","106","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","106","Hall of the White Swords","Зал Белых мечей",
"building_agot_duskendale_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","107","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","107","Within the walls of the Dun Fort, the Hall of the White Swords has provided the best training for would-be knights and warriors.\n\nHaving provided numerous members of the Kingsguard since the beginning of the order, as well as many great tourney Knights, the Hall of the White Swords has long been a great source of pride for both the castle and city.","В стенах Сумеречного форта Зал Белых мечей даёт лучшую подготовку будущим рыцарям и воинам.\n\nС самого основания ордена дом Дарклин дал Королевской гвардии немало братьев, а турнирам — множество славных рыцарей, поэтому Зал Белых мечей издавна служит предметом гордости и замка, и города.",
"building_agot_lonely_light_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","244","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","244","The Farthest Beacon","Дальний маяк",
"building_agot_lonely_light_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","245","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","245","$building_type_agot_lonely_light_01_desc$","$building_type_agot_lonely_light_01_desc$",
"building_agot_lonely_light_02","localization/replace/english/zz_agot_unique_buildings_l_english.yml","246","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","246","Stormward Outpost","Штормовой форпост",
"building_agot_lonely_light_02_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","247","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","247","A second tower rises upon a nearby rock outcropping, lashed together by rope bridges and stubborn will. The men of Lonely Light have begun to tame the stone and surf to expand the remote outpost.","На соседнем скальном выступе поднялась вторая башня. Две твердыни связаны верёвочными мостами и несгибаемой волей. Люди Одинокого Света начали укрощать камень и прибой, расширяя далёкий форпост.",
"building_agot_lonely_light_03","localization/replace/english/zz_agot_unique_buildings_l_english.yml","248","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","248","The Sunset Watch","Закатный Дозор",
"building_agot_lonely_light_03_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","249","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","249","Three towers now stand against the Sunset Sea, their signal fires burning in definance of the deadly expanse before them. The Lonely Light has become more than a beacon. It is a watch over the world’s edge.","Теперь против Закатного моря стоят три башни, а их сигнальные огни пылают наперекор смертоносной бездне впереди. Одинокий Свет стал чем-то большим, чем маяк: он несёт дозор на краю мира.",
"building_agot_lonely_light_04","localization/replace/english/zz_agot_unique_buildings_l_english.yml","250","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","250","Bastion of the Sunset Sea","Бастион Закатного моря",
"building_agot_lonely_light_04_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","251","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","251","Where once stood a lonely tower now rises a sea-bound bastion. The rock has been carved, the surf broken, and Lonely Light stands armed against storm and sail alike.","Там, где прежде стояла одинокая башня, теперь возвышается морской бастион. Скалу обтесали, прибой укротили, и Одинокий Свет вооружился против бурь и вражеских парусов.",
"building_agot_lonely_light_05","localization/replace/english/zz_agot_unique_buildings_l_english.yml","252","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","252","The Fortress at the End of the World","Крепость на краю света",
"building_agot_lonely_light_05_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","253","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","253","No longer merely a light in the darkness, Lonely Light has become a fortress at the edge of the world. Its towers rise from broken stone like the ribs of some drowned leviathan, defying the endless Sunset Sea and those who would stand against its Lord.","Одинокий Свет — уже не просто огонёк во тьме, а крепость на краю мира. Её башни поднимаются из разбитого камня, словно рёбра утонувшего левиафана, бросая вызов бескрайнему Закатному морю и всякому, кто выступит против их лорда.",
"building_agot_rooks_rest_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","147","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","147","Rook's Rest","Грачиный Приют",
"building_agot_rooks_rest_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","148","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","148","A stout coastal fortress, Rook's Rest commands sweeping views of the sea and skies beyond the Crownlands. Historically home to House Staunton, the castle is known for the flocks of black rooks that nest in its towers.\n\nThough not the grandest of the Crownlands' strongholds, its strong walls have long made it a valuable bulwark—and a tempting target in times of war.\n\nThe fortress once bore witness to one of the most infamous dragon battles in the history of the realm. During the Dance of the Dragons, Rook's Rest became the stage for a clash between Meleys, Sunfyre, and Vhagar—where fire and fury rained from the skies, and the Queen Who Never Was met her end.\n\nThough its stones have been rebuilt since, the scorched memory of that day lingers in every rook’s cry and every shadow cast upon its walls.","Грачиный Приют — крепкая прибрежная крепость, с высоты которой открывается широкий вид на море и небеса за пределами Королевских земель. Исторически принадлежавший дому Стонтон замок известен стаями чёрных грачей, гнездящихся в его башнях.\n\nПусть он и не величайшая твердыня Королевских земель, прочные стены издавна делали его ценным оплотом — и заманчивой целью во время войн.\n\nКогда-то крепость стала свидетелем одного из самых известных драконьих сражений в истории державы. Во время Танца Драконов у Грачиного Приюта сошлись Мелеис, Солнечный Огонь и Вхагар: с небес обрушились пламя и ярость, а Почти королева встретила свой конец.\n\nКамни замка давно восстановили, но обугленная память того дня живёт в каждом грачином крике и каждой тени на его стенах.",
"building_agot_whitegrove_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","130","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","130","Whitegrove","Белая Роща",
"building_agot_whitegrove_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","131","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","131","Nestled deep within lush woodland, Whitegrove has served as a private hunting lodge and leisure estate for High Lords for eons.\n\nFar removed from the bustle of the great keeps, its halls are intimate yet refined, built to host small gatherings, hunting parties, and quiet retreats.\n\nThe surrounding forests teem with game, and the estate’s orchards and gardens are meticulously tended, making it a favored respite for the lords of the Reach.","Белая Роща, укрытая в глубине пышных лесов, испокон веков служила высшим лордам личным охотничьим домом и поместьем для отдыха.\n\nВдали от суеты великих крепостей её небольшие, но изысканные чертоги принимают узкий круг гостей, охотничьи отряды и тех, кто ищет уединения.\n\nОкрестные леса полны дичи, а сады и рощи поместья содержатся в безупречном порядке, поэтому лорды Простора особенно любят отдыхать здесь.",
"building_ashemark_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","9","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","9","Ashemark","Эшмарк",
"building_ashemark_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","10","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","10","Ashemark is a stronghold in the Westerlands and the historical seat of House Marbrand.\n\nIts strategic location near to where the Tumblestone river begins and the fact that it overlooks the King's Road heading west from the Riverlands has always provided the holder of the castle with strong sway over the eastern border of the Westerlands.","Эшмарк — крепость в Западных землях и историческая резиденция дома Марбранд.\n\nБлагодаря стратегическому положению у истоков Камнегонки и над Королевским трактом, ведущим на запад из Речных земель, владелец замка всегда имел большое влияние на восточной границе Западных земель.",
"building_bearisland_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","35","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","35","Mormont Keep","Усадьба Мормонтов",
"building_bearisland_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","36","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","36","Bear Island has long been disputed by the north and the Iron Islands. Thousands of years ago, it was ruled by House Woodfoot of the North, , then it was conquered and used by the Ironborn of antiquity to control the Sunset Sea, before returning to the North via conquest by House Mormont.\n\nThe island is goverened from Mormont Keep, having been built by the Mormonts to replace the old Woodfoot castle ruins.\n\nIt is a wood-walled castle, with a domed stone greathall built around a frame of huge logs. It is surrounded by an stone and wood palisade.","Медвежий остров издавна был предметом спора между Севером и Железными островами. Тысячи лет назад им правил северный дом Вудфут, затем остров захватили древние железнорождённые и использовали для господства над Закатным морем, пока дом Мормонт не вернул его Северу силой оружия.\n\nОстровом управляют из Усадьбы Мормонтов, возведённой Мормонтами взамен разрушенного замка Вудфутов.\n\nЭто обнесённый деревянными стенами замок с каменным Большим чертогом под куполом, опирающимся на каркас из огромных брёвен. Вокруг него тянется палисад из камня и дерева.",
"building_broadarch_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","201","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","201","Broadarch Castle","Замок Широкая Арка",
"building_broadarch_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","202","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","202","In the annals of Westerosi history, the venerable fortress known as Broad Arch, ancestral seat of House Staedmon, emerges as an enigmatic testament to the capricious currents of time. Veiled in the mists of antiquity and founded before the Age of Heroes, the castle's origins remain obscured by the deliberate ambiguity cultivated by House Staedmon. A peculiar claim persists in their archives, suggesting that Broad Arch's initial foundations lay in proximity to the meandering river Wyl, an assertion tethered to the shadowy epoch of the First Men.","В летописях Вестероса древняя крепость Широкая Арка, родовая твердыня дома Стедмон, предстаёт загадочным свидетельством прихотливого хода времени. Основанный ещё до Века Героев замок скрыт туманом древности, а его происхождение окутывает намеренная недосказанность, которую поддерживает дом Стедмон. В семейных архивах хранится необычное утверждение, будто первые фундаменты Широкой Арки заложили у извилистой реки Виль в сумрачные времена Первых людей.",
"building_castamere_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","155","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","155","The Stranger's Eye","Око Неведомого",
"building_castamere_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","156","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","156","Following Tywin's Lannister's absolute defeat and desctuction of Castamere, the Lord of Casterly Rock ordered the ancient fortress stripped to its foundation and the mines flooded.\n\nDue to the vast majority of Castamere existing below the surface, all that remains to mark the location of this once great citadel is the Stranger's Eye: a massive hole boring through the sea-side mountain marking Castamere's first and oldest mine entrance.\n\nToday the Stranger's Eye serves a reminder of the death delivered by the Stranger.","После полного разгрома и уничтожения Кастамере Тайвином Ланнистером лорд Утёса Кастерли приказал разобрать древнюю крепость до основания и затопить шахты.\n\nПоскольку большая часть Кастамере находилась под землёй, о месте некогда великой цитадели теперь напоминает лишь Око Неведомого — огромный проём в приморской горе, служивший первым и древнейшим входом в шахты Кастамере.\n\nНыне Око Неведомого напоминает о смерти, которую несёт Неведомый.",
"building_castamere_02","localization/replace/english/zz_agot_unique_buildings_l_english.yml","157","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","157","The New Castle","Новый замок",
"building_castamere_02_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","158","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","158","Due to the vast flooding in the chambers below, you take a different route than the old lords of Castamere. You build above the surface and into the very mountain once mined for silver and gold.\n\nBut to ensure no one forgets the wealth that lies below, you use the little bit of gold still salvagable in the mines to adorn your new palace with a promise of a brighter tomorrow.","Из-за обширного затопления подземных залов приходится избрать иной путь, чем древние лорды Кастамере: строить на поверхности и врезаться в ту самую гору, где когда-то добывали серебро и золото.\n\nЧтобы никто не забыл о сокровищах в глубине, немного золота, которое ещё удаётся извлечь из шахт, пойдёт на украшение нового дворца — как обещание светлого будущего.",
"building_castamere_03","localization/replace/english/zz_agot_unique_buildings_l_english.yml","159","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","159","A Grand Harbor","Великая гавань",
"building_castamere_03_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","160","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","160","The New Castle is both magnificient and effective. From this vantage point, the Lord of Castamere has been able to project power and influence over the northern Westerlands.\n\nThough the flooded mines below provide no oppurtunity for easy wealth, the sheltered bay accesible through the Stranger's Eye promises riches from new trade from our strategically defensible position.","Новый замок одновременно великолепен и надёжен. Благодаря его выгодному положению лорд Кастамере способен распространять власть и влияние на север Западных земель.\n\nЗатопленные шахты внизу уже не сулят лёгкого богатства, зато защищённая бухта, доступная через Око Неведомого, обещает прибыль от новых торговых путей и при этом легко обороняется.",
"building_castamere_04","localization/replace/english/zz_agot_unique_buildings_l_english.yml","161","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","161","The Light of the World","Светоч мира",
"building_castamere_04_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","162","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","162","With the new wealth pouring into the Grand Harbor, Castamere has quickly grown to rival the great ports of the world as a hub of trade and commerce.\n\nUnfortunately, promise of such riches has drawn the attention of pirates and competitor. In response, let us build a great lighthouse and additional fortifications around the entrance of the bay.\n\nThis will allow for trade ships to sail faster into dock and it will also allow our forces to deploy at a moments notice to help a vessal in need.\n\nThis new light house and fort will be a physical and metaphorical light for the world.","Богатства, стекающиеся в Великую гавань, быстро превратили Кастамере в один из величайших мировых центров торговли.\n\nОднако обещание наживы привлекло пиратов и соперников. В ответ у входа в бухту будет возведён великий маяк с дополнительными укреплениями.\n\nТорговые корабли смогут быстрее заходить в гавань, а наши силы — в любой момент выступить на помощь судну, попавшему в беду.\n\nНовый маяк и форт станут для мира светочем — и в прямом, и в переносном смысле.",
"building_castamere_05","localization/replace/english/zz_agot_unique_buildings_l_english.yml","163","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","163","A Promise of Spring... and Gold","Обещание весны... и золота",
"building_castamere_05_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","164","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","164","With the vast wealth now flowing freely into the Grand Harbor and the additional grandure it has allowed us to add to the province, we now attract the world's greatest minds along with the world's largest coin purses.\n\nA group of engineers from Mereen have put forth a proposal to pump the water out of the flooded mines.\n\nMost exciting, they also claim to know new techniques for reinforcing the tunnels to allow us to dig even deeper and expose untapped veins of gold and silver.","Огромные богатства свободно текут в Великую гавань и позволяют украшать всю провинцию, привлекая сюда величайшие умы мира и владельцев самых тяжёлых кошельков.\n\nГруппа инженеров из Миэрина предложила откачать воду из затопленных шахт.\n\nЧто ещё заманчивее, они утверждают, будто владеют новыми способами укрепления тоннелей, которые позволят копать ещё глубже и вскрыть нетронутые жилы золота и серебра.",
"building_castamere_06","localization/replace/english/zz_agot_unique_buildings_l_english.yml","165","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","165","A City Reborn","Возрождённый город",
"building_castamere_06_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","166","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","166","Castamere's wealth and influence now rivals that of any city in the world. We need additional housing for the influx of merchants, tradesmen, and every day peasants looking for a brighter future.\n\nThis new city will provide the labor force we need to continue growing, and the servants needed to replace the mundane tasks we can afford to no longer do ourselves.","Богатство и влияние Кастамере теперь не уступают любому другому городу мира. Для потока купцов, ремесленников и простых крестьян, ищущих лучшей доли, требуется новое жильё.\n\nНовый город даст рабочие руки для дальнейшего роста и слуг, которым можно поручить повседневные заботы, избавив нас от этих дел.",
"building_cow_duskendale_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","111","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","111","The Dun Fort","Сумеречный форт",
"building_cow_duskendale_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","112","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","112","During the Era of the Hundred Kingdoms, the ancient Dun Fort of Duskendale was the seat of the petty kings from House Darklyn who ruled the area.\n\nToday, the Dun Fort is a symbol of the power of the First Men and remains a powerful economic center of the region.","В Век Сотни Королевств древний Сумеречный форт в Сумеречном Доле был резиденцией малых королей из дома Дарклин, правивших окрестными землями.\n\nНыне форт остаётся символом могущества Первых людей и важным экономическим центром региона.",
"building_cow_rooks_rest_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","140","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","140","Rook's Rest","Грачиный Приют",
"building_cow_rooks_rest_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","141","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","141","A stout coastal fortress, Rook's Rest commands sweeping views of the sea and skies beyond the Crownlands. Historically home to House Staunton, the castle is known for the flocks of black rooks that nest in its towers\n\nThough not the grandest of the Crownlands' strongholds, its strong walls have long made it a valuable bulwark—and a tempting target in times of war.","Грачиный Приют — крепкая прибрежная крепость, с высоты которой открывается широкий вид на море и небеса за пределами Королевских земель. Исторически принадлежавший дому Стонтон замок известен стаями чёрных грачей, гнездящихся в его башнях.\n\nПусть он и не величайшая твердыня Королевских земель, прочные стены издавна делали его ценным оплотом — и заманчивой целью во время войн.",
"building_cow_runestone_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","234","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","234","The Bronze Gate","Бронзовые Врата",
"building_cow_runestone_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","235","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","235","The fortress of the once Bronze Kings is guarded by a great gate with bronze adornments with ancient runes carved in the stones that make up the gatehouse.","Крепость древних Бронзовых королей защищают огромные врата с бронзовыми украшениями и древними рунами, высеченными на камнях надвратной башни.",
"building_crag_01","localization/replace/english/zz_agot_unique_buildings_l_english.yml","116","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","116","The Crag Ruins","Руины Скалы",
"building_crag_01_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","117","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","117","The great fortress of the Crag now lies more ruin than castle.\n\nThe great wealth of the area's mines ran dry a long time ago, leaving no money to repair damage received from Ironborn raiders over the centuries.","От некогда великой крепости Скалы теперь осталось больше руин, чем замка.\n\nБогатые местные рудники давно иссякли, и средств на устранение ущерба, который веками наносили набеги железнорождённых, не осталось.",
"building_crag_02","localization/replace/english/zz_agot_unique_buildings_l_english.yml","118","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","118","The Crag","Скала",
"building_crag_02_desc","localization/replace/english/zz_agot_unique_buildings_l_english.yml","119","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","119","Though much of the outer fortress still bears the scars of centuries of neglect, the inner walls and towers of the Crag have been painstakingly restored.\n\nThe heart of the castle once again offers shelter and security, a modest echo of its former might. While its coffers remain shallow, careful stewardship and hard work have given the Rockcliff lords a measure of pride and protection once more.","Хотя внешние укрепления по-прежнему носят следы многовекового запустения, внутренние стены и башни Скалы кропотливо восстановлены.\n\nСердце замка вновь дарит укрытие и безопасность — скромное напоминание о былом могуществе. Казна по-прежнему пуста, но бережливое управление и упорный труд вернули владетелям Скалы часть былой гордости и защиты.",
"building_crag_03","localization/replace/english/zz_agot_unique_buildings_l_english.yml","120","localization/replace/russian/zz_agot_unique_buildings_l_russian.yml","120","The Crag","Скала",
